S7646: min=-98.5, max=99.8, avg=-1.9
S5733: min=-99.8, max=98.5, avg=-10.5
S3281: min=-98.7, max=98.9, avg=-8.3
S2507: min=-96.8, max=98.7, avg=1.7
S9338: min=-99.3, max=98.2, avg=5.0
S8004: min=-92.4, max=98.6, avg=0.9
S2402: min=-88.9, max=95.3, avg=3.4
S3303: min=-99.8, max=97.9, avg=-3.8
S3113: min=-99.2, max=96.8, avg=-4.2
S0692: min=-99.6, max=99.5, avg=10.3
S4511: min=-98.5, max=96.6, avg=-5.7
S6375: min=-96.4, max=99.9, avg=2.9
S3045: min=-99.4, max=99.8, avg=-5.6
S1714: min=-97.3, max=99.0, avg=3.1
S2208: min=-99.7, max=97.8, avg=-3.6
S3344: min=-99.0, max=98.2, avg=-0.1
S5914: min=-95.2, max=99.8, avg=5.1
S0846: min=-95.0, max=99.5, avg=-10.4
S8892: min=-98.7, max=97.5, avg=2.3
S2491: min=-98.6, max=99.4, avg=0.3
S8121: min=-98.8, max=99.7, avg=-3.8
S4034: min=-98.1, max=99.1, avg=3.3
S6107: min=-96.9, max=98.5, avg=-3.6
S8755: min=-99.0, max=99.3, avg=-5.0
S6866: min=-97.6, max=98.1, avg=1.6
S9064: min=-96.3, max=98.1, avg=1.8
S6151: min=-98.4, max=93.0, avg=-9.0
S4528: min=-94.5, max=98.5, avg=-5.2
S0392: min=-98.7, max=99.7, avg=8.8
S0229: min=-97.0, max=98.0, avg=7.3
S3804: min=-99.8, max=98.5, avg=2.4
S1924: min=-95.9, max=97.0, avg=5.2
S5145: min=-96.4, max=98.9, avg=2.2
S1986: min=-99.6, max=99.3, avg=-9.2
S3055: min=-99.3, max=97.8, avg=-9.2
S7998: min=-98.3, max=98.0, avg=-3.9
S7579: min=-99.3, max=96.3, avg=-7.5
S3410: min=-99.9, max=84.9, avg=-0.4
S3517: min=-98.5, max=99.2, avg=7.1
S6115: min=-98.4, max=94.5, avg=-5.0
S4387: min=-96.5, max=97.9, avg=10.1
S7523: min=-96.6, max=99.7, avg=1.4
S9170: min=-98.4, max=96.7, avg=-1.5
S1539: min=-97.5, max=97.7, avg=-4.5
S6312: min=-99.1, max=99.3, avg=-4.9
S3206: min=-98.1, max=99.9, avg=-6.1
S8403: min=-99.3, max=99.5, avg=3.6
S7324: min=-97.2, max=93.5, avg=-2.3
S7301: min=-90.7, max=98.2, avg=-3.6
S2642: min=-96.7, max=99.7, avg=-3.4
S5373: min=-99.6, max=91.5, avg=-4.3
S5123: min=-99.8, max=98.8, avg=-11.6
S4566: min=-97.2, max=94.9, avg=-9.4
S7252: min=-99.2, max=96.4, avg=-3.8
S7961: min=-97.1, max=99.4, avg=1.8
S2138: min=-98.3, max=99.4, avg=-1.0
S1375: min=-99.2, max=98.3, avg=5.3
S0821: min=-98.7, max=95.3, avg=0.9
S5439: min=-99.7, max=99.5, avg=-4.5
S9861: min=-99.3, max=99.0, avg=4.1
S9427: min=-99.7, max=98.2, avg=10.6
S9314: min=-98.1, max=99.2, avg=-4.8
S2602: min=-98.9, max=99.0, avg=-4.6
S1307: min=-94.9, max=99.2, avg=-1.7
S2792: min=-97.9, max=98.1, avg=-1.2
S2300: min=-98.4, max=98.1, avg=0.3
S9799: min=-99.8, max=96.3, avg=-12.1
S4630: min=-99.2, max=99.8, avg=-1.8
S3473: min=-99.4, max=99.6, avg=0.9
S3792: min=-99.3, max=99.3, avg=-3.3
S8097: min=-98.2, max=99.7, avg=6.3
S0483: min=-99.8, max=99.5, avg=2.5
S1038: min=-98.9, max=94.8, avg=-3.4
S0823: min=-98.8, max=94.8, avg=-8.1
S3309: min=-98.6, max=99.2, avg=-2.3
S9201: min=-99.2, max=97.8, avg=-5.9
S4488: min=-99.0, max=99.5, avg=-3.7
S8178: min=-98.5, max=97.8, avg=-1.6
S1820: min=-87.2, max=93.7, avg=2.6
S2557: min=-98.9, max=93.0, avg=-5.5
S4239: min=-99.5, max=99.8, avg=-8.9
S4052: min=-94.7, max=99.6, avg=1.3
S5581: min=-98.6, max=98.6, avg=0.6
S6996: min=-99.0, max=98.2, avg=-4.9
S8093: min=-99.1, max=92.9, avg=7.9
S2942: min=-97.0, max=95.8, avg=-4.9
S8829: min=-99.8, max=99.7, avg=3.4
S6228: min=-99.5, max=95.0, avg=-3.1
S1008: min=-94.4, max=98.6, avg=4.3
S0137: min=-98.2, max=90.5, avg=0.1
S5673: min=-99.2, max=94.5, avg=-6.1
S1624: min=-93.4, max=98.7, avg=-4.0
S1357: min=-97.4, max=99.8, avg=9.4
S3295: min=-95.9, max=99.0, avg=5.2
S7357: min=-95.8, max=98.5, avg=4.9
S0654: min=-98.3, max=99.4, avg=-0.2
S2319: min=-98.6, max=98.4, avg=-2.2
S2369: min=-98.6, max=98.5, avg=0.5
S4508: min=-98.8, max=95.3, avg=-4.0
S1479: min=-99.9, max=96.6, avg=-0.0
S0905: min=-98.4, max=98.8, avg=-4.2
S6829: min=-98.5, max=99.4, avg=2.2
S9748: min=-94.9, max=98.7, avg=2.8
S4263: min=-99.7, max=99.2, avg=3.4
S6635: min=-96.9, max=99.9, avg=-3.9
S5315: min=-99.3, max=99.4, avg=6.2
S6365: min=-98.6, max=99.5, avg=2.5
S4287: min=-99.0, max=91.5, avg=-6.8
S7304: min=-98.2, max=98.7, avg=-1.8
S6011: min=-99.6, max=99.0, avg=-0.1
S3038: min=-95.8, max=98.8, avg=14.5
S8708: min=-99.8, max=98.6, avg=8.2
S0647: min=-98.9, max=98.5, avg=-4.0
S2539: min=-97.3, max=92.9, avg=2.5
S8645: min=-98.5, max=99.1, avg=-5.0
S1352: min=-99.2, max=98.9, avg=-1.9
S5491: min=-96.8, max=94.5, avg=-1.2
S9136: min=-95.9, max=99.7, avg=-3.9
S1909: min=-99.3, max=99.3, avg=-4.8
S0770: min=-94.3, max=99.3, avg=7.0
S0466: min=-98.9, max=97.9, avg=-0.4
S7573: min=-99.2, max=98.7, avg=-3.6
S7166: min=-95.8, max=99.3, avg=-3.0
S3881: min=-99.3, max=98.9, avg=-0.3
S9387: min=-96.7, max=91.7, avg=-3.2
S0480: min=-98.5, max=95.4, avg=-6.4
S5006: min=-99.5, max=98.1, avg=6.2
S6791: min=-96.4, max=99.5, avg=-1.2
S9988: min=-99.5, max=97.0, avg=-4.8
S5572: min=-94.0, max=99.4, avg=3.4
S2838: min=-98.4, max=96.1, avg=7.3
S8031: min=-99.5, max=95.8, avg=-7.3
S0753: min=-99.2, max=97.1, avg=-8.9
S3027: min=-98.4, max=99.4, avg=6.1
S1248: min=-98.6, max=98.3, avg=-7.9
S1334: min=-99.9, max=96.7, avg=-0.6
S2632: min=-98.7, max=98.3, avg=-0.2
S9129: min=-97.4, max=96.4, avg=-2.7
S1884: min=-98.4, max=95.0, avg=-8.1
S5039: min=-98.9, max=98.6, avg=-2.4
S0081: min=-98.1, max=96.9, avg=-2.7
S5608: min=-99.2, max=96.7, avg=-12.0
S9143: min=-99.6, max=99.0, avg=-7.5
S7268: min=-95.2, max=95.7, avg=1.5
S1441: min=-99.7, max=98.9, avg=8.2
S1344: min=-98.0, max=99.5, avg=-0.8
S3652: min=-93.2, max=99.4, avg=3.3
S9270: min=-97.4, max=99.6, avg=1.5
S4437: min=-99.5, max=98.0, avg=5.2
S8333: min=-99.4, max=97.9, avg=-7.8
S0127: min=-99.9, max=99.6, avg=-1.4
S5451: min=-99.7, max=99.0, avg=-2.0
S0363: min=-98.5, max=98.7, avg=3.2
S5190: min=-99.7, max=95.9, avg=-1.2
S0682: min=-99.3, max=97.6, avg=-0.7
S9533: min=-98.2, max=98.1, avg=-11.3
S0815: min=-98.1, max=99.3, avg=-2.4
S6465: min=-98.7, max=98.5, avg=-12.6
S7331: min=-99.7, max=99.5, avg=-9.6
S5913: min=-98.3, max=99.5, avg=-0.2
S9194: min=-99.2, max=99.9, avg=-9.6
S3333: min=-96.4, max=98.4, avg=2.6
S8119: min=-99.1, max=96.3, avg=11.3
S6244: min=-95.0, max=99.1, avg=11.2
S0133: min=-96.5, max=99.3, avg=7.2
S1643: min=-99.9, max=98.5, avg=-9.6
S3400: min=-99.4, max=97.5, avg=-4.5
S0412: min=-99.3, max=96.9, avg=-5.8
S9974: min=-98.4, max=95.3, avg=-2.5
S8825: min=-98.3, max=99.4, avg=7.5
S8846: min=-99.9, max=99.6, avg=-6.9
S7707: min=-98.1, max=98.9, avg=3.9
S1587: min=-97.8, max=96.4, avg=-3.2
S4631: min=-98.4, max=98.6, avg=-3.2
S5087: min=-94.1, max=99.4, avg=14.0
S0660: min=-98.0, max=99.1, avg=8.1
S0024: min=-91.2, max=90.2, avg=5.8
S1743: min=-88.8, max=98.7, avg=-3.9
S8003: min=-98.5, max=99.3, avg=5.2
S3641: min=-99.0, max=93.7, avg=4.1
S8650: min=-96.7, max=96.3, avg=-6.8
S5617: min=-96.1, max=97.7, avg=-8.1
S9053: min=-99.2, max=99.6, avg=-12.0
S2638: min=-98.5, max=99.2, avg=-1.5
S8147: min=-98.2, max=99.6, avg=-0.1
S3140: min=-98.7, max=99.7, avg=5.9
S2383: min=-95.3, max=95.4, avg=6.8
S1234: min=-95.7, max=98.2, avg=4.1
S9842: min=-99.1, max=99.5, avg=-3.3
S8203: min=-93.6, max=99.2, avg=-4.2
S2057: min=-99.3, max=99.3, avg=-10.9
S1993: min=-99.7, max=99.5, avg=-1.0
S7871: min=-98.0, max=95.8, avg=6.2
S5253: min=-98.1, max=93.7, avg=2.1
S0952: min=-98.2, max=98.7, avg=5.0
S7801: min=-99.6, max=96.0, avg=-4.1
S6872: min=-97.6, max=98.6, avg=-5.1
S4462: min=-96.7, max=99.8, avg=8.0
S2178: min=-94.9, max=95.6, avg=0.9
S3800: min=-99.5, max=99.5, avg=1.7
S9066: min=-99.9, max=98.7, avg=2.5
S6594: min=-98.7, max=97.9, avg=-2.3
S7176: min=-98.7, max=94.5, avg=-4.7
S1349: min=-97.3, max=99.0, avg=-7.3
S9722: min=-97.5, max=99.3, avg=-1.5
S0979: min=-99.9, max=99.4, avg=2.7
S6807: min=-97.2, max=96.5, avg=-3.2
S7585: min=-96.5, max=97.4, avg=-4.8
S8263: min=-98.3, max=99.1, avg=6.4
S1187: min=-95.0, max=96.1, avg=-7.9
S9121: min=-98.6, max=98.1, avg=2.3
S2498: min=-99.6, max=99.5, avg=-3.4
S9943: min=-96.6, max=95.1, avg=5.1
S3477: min=-99.7, max=98.1, avg=8.7
S9425: min=-99.6, max=98.9, avg=-6.2
S7980: min=-98.5, max=99.7, avg=8.4
S3365: min=-99.8, max=98.6, avg=-3.8
S1720: min=-98.2, max=96.5, avg=-3.0
S0624: min=-98.4, max=98.7, avg=0.8
S8880: min=-89.6, max=99.1, avg=2.7
S8077: min=-98.8, max=96.7, avg=4.7
S3840: min=-99.4, max=99.6, avg=2.9
S9017: min=-98.5, max=97.5, avg=-5.4
S3315: min=-98.9, max=98.1, avg=-8.2
S9283: min=-99.3, max=98.0, avg=-8.6
S9539: min=-97.4, max=99.8, avg=-14.8
S0306: min=-99.7, max=99.1, avg=-5.0
S8862: min=-99.6, max=95.8, avg=-9.5
S7257: min=-98.5, max=99.6, avg=1.9
S4466: min=-98.6, max=99.5, avg=-7.4
S8601: min=-98.3, max=99.0, avg=-1.0
S9532: min=-97.7, max=93.2, avg=-9.5
S1977: min=-98.3, max=98.2, avg=-5.0
S2277: min=-99.6, max=99.7, avg=-2.6
S2054: min=-99.2, max=98.1, avg=3.6
S4331: min=-99.4, max=99.9, avg=0.2
S2898: min=-97.6, max=96.5, avg=-2.7
S7363: min=-99.7, max=99.2, avg=-3.5
S9388: min=-99.1, max=96.5, avg=-11.8
S3170: min=-99.8, max=99.6, avg=7.2
S0367: min=-98.8, max=97.1, avg=-4.5
S5679: min=-99.3, max=99.7, avg=2.8
S1138: min=-97.7, max=98.2, avg=-2.2
S7311: min=-99.8, max=99.2, avg=1.5
S7355: min=-99.3, max=99.7, avg=5.5
S1118: min=-98.8, max=97.8, avg=9.0
S1841: min=-96.8, max=97.4, avg=9.7
S1566: min=-98.0, max=99.2, avg=-6.3
S5094: min=-96.8, max=97.8, avg=4.1
S7916: min=-99.2, max=99.7, avg=-0.9
S2241: min=-97.6, max=99.0, avg=-5.6
S5794: min=-95.1, max=99.0, avg=-1.4
S7343: min=-99.5, max=99.6, avg=0.7
S0779: min=-98.4, max=99.7, avg=9.1
S5584: min=-99.2, max=99.0, avg=10.2
S5650: min=-98.5, max=98.2, avg=-4.4
S3232: min=-99.3, max=94.4, avg=0.7
S1860: min=-99.4, max=99.5, avg=-0.5
S6016: min=-99.4, max=99.6, avg=6.1
S7472: min=-97.1, max=97.8, avg=10.9
S4441: min=-97.0, max=98.8, avg=-6.1
S5284: min=-97.0, max=99.6, avg=7.6
S2744: min=-96.6, max=99.5, avg=14.9
S6738: min=-98.6, max=97.9, avg=-4.8
S1022: min=-98.8, max=97.6, avg=-4.2
S1719: min=-99.7, max=99.9, avg=3.4
S7875: min=-94.0, max=98.9, avg=5.2
S5489: min=-94.9, max=94.9, avg=0.4
S5734: min=-99.8, max=98.8, avg=10.8
S2955: min=-98.8, max=97.8, avg=-0.5
S5862: min=-95.5, max=99.4, avg=-13.0
S9903: min=-98.6, max=95.6, avg=-1.9
S2962: min=-93.3, max=99.8, avg=-5.5
S1567: min=-98.6, max=99.7, avg=-2.8
S8302: min=-99.4, max=99.1, avg=1.3
S4038: min=-99.1, max=99.3, avg=-4.5
S7952: min=-99.8, max=99.9, avg=-6.4
S4379: min=-97.5, max=99.1, avg=-5.6
S7665: min=-98.1, max=97.3, avg=-6.9
S3427: min=-94.5, max=99.6, avg=-2.0
S1879: min=-96.5, max=98.1, avg=-16.1
S6640: min=-99.1, max=98.8, avg=0.7
S3484: min=-96.9, max=98.5, avg=-2.6
S5660: min=-97.7, max=98.6, avg=-4.9
S5426: min=-94.5, max=98.1, avg=6.2
S0605: min=-99.8, max=99.4, avg=14.4
S1361: min=-99.8, max=98.0, avg=2.1
S4158: min=-97.8, max=98.3, avg=4.2
S4737: min=-96.8, max=85.7, avg=-1.4
S0264: min=-98.3, max=99.8, avg=1.2
S7679: min=-99.9, max=96.7, avg=-0.4
S8530: min=-99.7, max=88.7, avg=-1.1
S0219: min=-97.8, max=98.4, avg=0.2
S7409: min=-99.6, max=98.7, avg=0.0
S8550: min=-99.5, max=99.4, avg=1.5
S6388: min=-94.9, max=97.0, avg=3.1
S3279: min=-97.9, max=99.3, avg=4.6
S5251: min=-98.7, max=99.7, avg=-2.3
S4161: min=-97.1, max=99.7, avg=3.6
S3737: min=-97.1, max=98.1, avg=7.9
S8588: min=-99.6, max=99.4, avg=6.7
S7984: min=-93.8, max=96.9, avg=-2.4
S7203: min=-94.1, max=98.8, avg=4.4
S5589: min=-99.5, max=99.7, avg=3.5
S3721: min=-99.5, max=98.9, avg=5.1
S3210: min=-97.8, max=98.8, avg=16.7
S8213: min=-98.5, max=95.4, avg=-10.1
S6204: min=-97.5, max=97.7, avg=-1.8
S9667: min=-99.0, max=98.2, avg=-8.0
S1929: min=-98.7, max=98.6, avg=0.4
S5648: min=-99.5, max=99.4, avg=-5.4
S3944: min=-99.5, max=98.7, avg=-6.4
S3794: min=-98.2, max=94.0, avg=-4.1
S8068: min=-99.1, max=97.5, avg=7.2
S6874: min=-99.1, max=96.2, avg=-3.7
S5841: min=-95.9, max=98.2, avg=3.2
S4173: min=-95.7, max=96.8, avg=11.2
S1506: min=-98.5, max=99.9, avg=-5.3
S3118: min=-95.9, max=97.3, avg=-0.6
S1971: min=-96.5, max=96.2, avg=-7.4
S2404: min=-99.1, max=95.8, avg=-8.3
S4507: min=-99.0, max=94.4, avg=3.1
S5953: min=-98.3, max=97.8, avg=-6.0
S5912: min=-99.0, max=98.3, avg=-9.0
S3395: min=-99.0, max=96.8, avg=-8.5
S3990: min=-95.8, max=98.3, avg=-1.2
S6007: min=-98.5, max=99.5, avg=2.9
S0920: min=-98.3, max=99.3, avg=5.2
S0401: min=-97.1, max=96.9, avg=-0.0
S2429: min=-96.5, max=98.8, avg=-3.9
S8426: min=-95.0, max=97.8, avg=-4.2
S0556: min=-97.2, max=95.8, avg=0.9
S1104: min=-96.2, max=96.4, avg=7.5
S6506: min=-97.7, max=92.3, avg=-2.5
S2215: min=-99.7, max=99.4, avg=-3.4
S5092: min=-98.7, max=98.5, avg=-1.0
S5388: min=-99.5, max=94.8, avg=4.7
S2065: min=-99.8, max=99.6, avg=-2.7
S9040: min=-98.5, max=97.4, avg=-0.1
S3714: min=-99.5, max=94.2, avg=-8.5
S8056: min=-99.3, max=97.4, avg=-0.9
S5085: min=-97.5, max=91.3, avg=-3.3
S3110: min=-99.2, max=99.0, avg=-5.1
S7879: min=-98.1, max=98.8, avg=-7.7
S8971: min=-95.0, max=98.5, avg=0.7
S6762: min=-91.5, max=97.7, avg=3.8
S2411: min=-99.0, max=99.8, avg=-4.5
S4706: min=-98.3, max=99.4, avg=4.2
S5414: min=-93.7, max=99.8, avg=-9.7
S1760: min=-99.3, max=96.6, avg=3.9
S4103: min=-99.2, max=99.2, avg=-5.0
S0760: min=-98.9, max=96.2, avg=0.7
S0051: min=-99.7, max=97.2, avg=-4.7
S5466: min=-97.4, max=97.5, avg=7.0
S9079: min=-97.7, max=98.6, avg=2.6
S1647: min=-99.2, max=99.6, avg=4.1
S7113: min=-99.7, max=99.5, avg=-12.2
S1770: min=-98.5, max=99.3, avg=9.5
S8052: min=-98.7, max=97.7, avg=11.8
S1376: min=-99.3, max=95.6, avg=-18.3
S4987: min=-99.6, max=97.0, avg=-3.3
S3889: min=-99.0, max=98.4, avg=-5.3
S8883: min=-96.3, max=98.5, avg=-5.3
S5270: min=-99.7, max=97.9, avg=7.7
S9648: min=-97.7, max=99.5, avg=2.6
S3461: min=-98.1, max=98.8, avg=6.6
S0573: min=-97.8, max=99.2, avg=6.6
S5311: min=-99.3, max=97.4, avg=-0.6
S9422: min=-92.1, max=98.9, avg=-2.1
S3314: min=-97.7, max=99.1, avg=13.5
S0258: min=-99.3, max=99.9, avg=-3.9
S9977: min=-95.1, max=99.6, avg=-4.3
S9151: min=-94.3, max=97.5, avg=-4.8
S9156: min=-95.8, max=98.8, avg=4.7
S2543: min=-98.4, max=99.5, avg=6.0
S1336: min=-98.4, max=98.2, avg=0.2
S9006: min=-98.7, max=99.3, avg=-4.1
S9765: min=-95.4, max=99.0, avg=4.3
S1193: min=-99.3, max=95.2, avg=-5.8
S0445: min=-99.1, max=99.6, avg=-7.8
S9322: min=-97.4, max=95.5, avg=-1.0
S1656: min=-98.1, max=96.0, avg=-3.7
S0477: min=-95.9, max=98.9, avg=2.1
S3343: min=-97.9, max=99.7, avg=-6.5
S9300: min=-99.5, max=98.3, avg=2.2
S5137: min=-97.8, max=99.7, avg=0.6
S1488: min=-97.5, max=99.4, avg=5.2
S7336: min=-99.1, max=99.7, avg=10.3
S3254: min=-99.1, max=99.2, avg=-7.6
S7092: min=-95.9, max=99.2, avg=-1.2
S1303: min=-98.7, max=97.5, avg=7.6
S8603: min=-99.8, max=98.6, avg=2.1
S3978: min=-98.5, max=99.7, avg=8.0
S8574: min=-98.4, max=99.8, avg=9.2
S2883: min=-99.5, max=98.6, avg=3.6
S4517: min=-97.9, max=99.3, avg=5.6
S2818: min=-93.3, max=98.5, avg=10.1
S7683: min=-98.8, max=95.5, avg=3.1
S0699: min=-96.7, max=97.7, avg=12.6
S2882: min=-97.6, max=99.8, avg=-2.3
S5346: min=-99.7, max=96.6, avg=-2.0
S1168: min=-98.9, max=99.2, avg=-2.7
S5299: min=-95.4, max=93.3, avg=0.2
S9296: min=-97.0, max=99.7, avg=-5.4
S8909: min=-99.7, max=99.8, avg=20.0
S7066: min=-99.4, max=98.1, avg=5.1
S3570: min=-92.2, max=96.1, avg=-4.7
S3597: min=-97.5, max=99.2, avg=6.6
S1658: min=-99.6, max=99.3, avg=-11.1
S8463: min=-99.6, max=97.7, avg=-0.9
S2089: min=-95.4, max=99.2, avg=0.0
S5868: min=-97.9, max=93.3, avg=1.5
S0648: min=-99.6, max=98.8, avg=4.9
S8041: min=-92.5, max=97.7, avg=3.2
S6764: min=-99.7, max=98.1, avg=11.4
S0609: min=-97.3, max=95.0, avg=2.8
S4097: min=-98.9, max=99.5, avg=2.6
S2857: min=-96.7, max=96.1, avg=-3.6
S3011: min=-98.8, max=95.5, avg=2.1
S2330: min=-99.6, max=99.0, avg=0.2
S3759: min=-99.3, max=98.7, avg=2.2
S4431: min=-99.2, max=99.9, avg=1.3
S0048: min=-97.6, max=91.7, avg=1.1
S9837: min=-99.1, max=99.6, avg=-3.8
S8315: min=-98.9, max=98.3, avg=-5.2
S5111: min=-99.3, max=97.8, avg=1.7
S8691: min=-98.7, max=99.9, avg=1.0
S4068: min=-97.0, max=98.9, avg=-2.4
S6469: min=-99.7, max=97.1, avg=-5.5
S3819: min=-99.8, max=96.9, avg=-4.5
S9342: min=-98.9, max=99.7, avg=0.7
S1355: min=-99.3, max=98.9, avg=-0.7
S4569: min=-99.7, max=92.9, avg=-7.4
S5894: min=-99.1, max=97.7, avg=0.4
S6674: min=-99.7, max=98.7, avg=6.8
S9831: min=-98.1, max=99.4, avg=-4.1
S4935: min=-96.6, max=96.8, avg=-6.7
S5500: min=-99.7, max=99.6, avg=-0.4
S8163: min=-96.5, max=99.1, avg=-5.5
S5320: min=-97.2, max=90.2, avg=0.3
S3658: min=-97.1, max=97.1, avg=1.7
S7258: min=-96.1, max=98.8, avg=-4.0
S3383: min=-97.9, max=98.8, avg=-3.6
S5566: min=-99.7, max=99.9, avg=-9.0
S3212: min=-99.9, max=98.6, avg=-15.9
S2059: min=-97.0, max=99.5, avg=10.8
S5932: min=-96.9, max=93.9, avg=-4.6
S6371: min=-94.4, max=98.3, avg=9.4
S1903: min=-98.4, max=99.4, avg=-0.3
S1674: min=-98.1, max=98.4, avg=-6.6
S0080: min=-98.5, max=95.0, avg=-6.7
S1649: min=-97.4, max=97.6, avg=-6.2
S3300: min=-98.9, max=99.8, avg=8.1
S7243: min=-99.4, max=99.8, avg=7.1
S4785: min=-93.7, max=99.3, avg=4.6
S5256: min=-99.2, max=98.3, avg=0.6
S5688: min=-96.8, max=99.9, avg=-8.9
S1513: min=-99.1, max=97.8, avg=9.5
S3539: min=-99.2, max=92.8, avg=4.0
S3092: min=-99.9, max=97.7, avg=-1.1
S3393: min=-96.8, max=98.7, avg=5.5
S9695: min=-98.8, max=96.3, avg=4.6
S0056: min=-97.0, max=99.0, avg=-3.1
S8177: min=-99.0, max=98.5, avg=-3.1
S7713: min=-98.0, max=99.7, avg=12.6
S9749: min=-98.3, max=98.8, avg=-0.9
S4382: min=-99.4, max=99.4, avg=1.2
S3793: min=-97.6, max=98.8, avg=-1.9
S3784: min=-94.0, max=99.8, avg=7.2
S1404: min=-98.5, max=96.9, avg=6.4
S5135: min=-97.5, max=98.3, avg=-7.5
S3775: min=-99.7, max=98.4, avg=14.7
S4951: min=-93.1, max=99.3, avg=9.9
S3914: min=-99.0, max=99.0, avg=3.8
S7032: min=-99.0, max=98.7, avg=-5.9
S0098: min=-98.7, max=98.0, avg=-11.2
S9872: min=-99.0, max=98.3, avg=-6.1
S7289: min=-94.3, max=99.2, avg=14.1
S0945: min=-98.0, max=99.5, avg=8.5
S1238: min=-99.2, max=99.5, avg=1.2
S0045: min=-99.1, max=98.6, avg=0.4
S7603: min=-97.0, max=99.5, avg=-7.5
S6952: min=-99.6, max=98.2, avg=7.4
S4312: min=-97.6, max=98.5, avg=-1.1
S1852: min=-97.3, max=95.9, avg=-0.8
S9468: min=-97.3, max=98.0, avg=6.4
S8044: min=-97.1, max=97.9, avg=3.0
S0097: min=-98.4, max=98.5, avg=4.6
S7152: min=-96.8, max=96.4, avg=5.1
S7419: min=-97.3, max=96.6, avg=-0.7
S1669: min=-96.3, max=99.3, avg=-4.4
S2244: min=-99.5, max=97.8, avg=-9.4
S9707: min=-96.6, max=98.7, avg=0.1
S4275: min=-98.9, max=98.7, avg=8.5
S3789: min=-93.4, max=99.0, avg=4.2
S7962: min=-95.9, max=97.9, avg=-7.8
S6883: min=-97.6, max=97.5, avg=0.9
S7122: min=-97.6, max=99.4, avg=9.7
S2098: min=-92.9, max=99.1, avg=3.3
S0349: min=-99.8, max=98.5, avg=12.3
S1899: min=-97.6, max=98.3, avg=0.6
S6020: min=-96.1, max=98.9, avg=-2.8
S0566: min=-96.4, max=98.6, avg=-0.3
S8427: min=-98.3, max=99.0, avg=10.8
S8945: min=-97.1, max=96.3, avg=6.7
S5162: min=-97.1, max=99.0, avg=3.8
S0716: min=-99.4, max=99.5, avg=4.3
S6609: min=-98.1, max=99.1, avg=-4.2
S9929: min=-99.4, max=97.0, avg=-1.8
S3402: min=-98.0, max=92.0, avg=1.2
S3265: min=-97.1, max=99.8, avg=-2.1
S2837: min=-98.7, max=96.4, avg=10.5
S3937: min=-89.0, max=98.8, avg=0.6
S6576: min=-97.8, max=97.7, avg=0.9
S2386: min=-97.1, max=97.5, avg=0.9
S2825: min=-98.9, max=95.7, avg=-7.0
S3707: min=-93.0, max=98.5, avg=-1.1
S2226: min=-99.0, max=99.4, avg=-1.6
S3492: min=-99.7, max=99.1, avg=-7.0
S8361: min=-94.9, max=99.2, avg=-2.4
S1936: min=-97.3, max=93.0, avg=-11.0
S3536: min=-97.9, max=96.8, avg=4.1
S6531: min=-95.7, max=96.8, avg=2.9
S5205: min=-98.1, max=97.8, avg=6.9
S7013: min=-99.3, max=99.6, avg=9.4
S2153: min=-99.2, max=98.9, avg=-5.8
S8287: min=-95.6, max=99.6, avg=-1.1
S5808: min=-99.9, max=99.7, avg=2.1
S2511: min=-97.9, max=96.9, avg=0.4
S6311: min=-99.8, max=98.6, avg=-0.6
S2715: min=-98.6, max=93.4, avg=-9.7
S4958: min=-98.2, max=97.6, avg=-3.8
S6732: min=-97.0, max=97.7, avg=-3.1
S0650: min=-99.3, max=98.2, avg=-4.6
S7862: min=-99.5, max=94.5, avg=3.0
S8078: min=-99.6, max=97.5, avg=10.8
S9285: min=-98.7, max=99.7, avg=-3.7
S1921: min=-99.2, max=98.9, avg=-1.3
S3567: min=-94.6, max=99.4, avg=6.2
S3112: min=-94.8, max=97.7, avg=-14.3
S4842: min=-92.1, max=99.9, avg=1.0
S0298: min=-98.1, max=99.7, avg=11.7
S7366: min=-94.5, max=99.1, avg=13.5
S6234: min=-98.4, max=97.5, avg=-2.0
S2110: min=-99.6, max=97.0, avg=0.5
S9073: min=-99.8, max=99.5, avg=4.9
S5055: min=-98.9, max=99.2, avg=8.2
S5521: min=-99.5, max=98.0, avg=2.6
S7974: min=-98.6, max=97.5, avg=-6.4
S2658: min=-98.7, max=99.2, avg=6.4
S5060: min=-95.8, max=98.0, avg=1.2
S2995: min=-99.4, max=99.4, avg=-2.3
S1055: min=-96.2, max=99.6, avg=-0.0
S0975: min=-97.2, max=93.2, avg=0.7
S6389: min=-98.9, max=97.4, avg=-9.8
S6230: min=-99.3, max=99.3, avg=7.5
S6972: min=-99.3, max=98.9, avg=3.1
S7595: min=-96.6, max=97.3, avg=-1.2
S2850: min=-96.4, max=99.5, avg=-1.4
S3673: min=-96.7, max=99.3, avg=-4.1
S7123: min=-99.6, max=98.0, avg=0.2
S0232: min=-98.7, max=99.6, avg=14.5
S8272: min=-99.4, max=99.8, avg=7.0
S3519: min=-95.9, max=99.7, avg=8.4
S4665: min=-99.8, max=97.5, avg=-3.3
S5828: min=-98.9, max=99.7, avg=1.6
S8679: min=-93.3, max=92.7, avg=7.0
S2855: min=-99.3, max=99.4, avg=2.7
S8969: min=-98.4, max=93.9, avg=-0.3
S3062: min=-96.5, max=99.5, avg=1.7
